,Unnamed: 0,the_geom,objectid_1,tbbl,address,material,record_typ,city_owned,shape_leng,shape_area
40513,228609,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88268008790239, 40.680870882181196], [-73.88267473179117, 40.680849388629746], [-73.88276791793008, 40.68083582459721], [-73.8827595372273, 40.680802190826], [-73.88285410760243, 40.680788425518166], [-73.88286974268297, 40.680851164109775], [-73.88268198367817, 40.68087849346635], [-73.88268008790239, 40.680870882181196]]]]}",228412,3039430021,147 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,152.570109919,905.315240236
40514,228611,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88269495699444, 40.68093055466188], [-73.88288271613891, 40.68090322618487], [-73.8828958669821, 40.68095599894507], [-73.88270810887559, 40.680983328345064], [-73.88269495699444, 40.68093055466188]]]]}",228414,3039430023,143 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,145.179593689,1037.58842127
41030,233614,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88389791431963, 40.684147841984256], [-73.88418279161422, 40.68410689179648], [-73.88419632111106, 40.68416123616477], [-73.88391144477711, 40.684202185486406], [-73.88389791431963, 40.684147841984256]]]]}",233440,3039100025,14 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,201.114858416,1620.30199518
41031,233615,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88388410430453, 40.68409237345516], [-73.88416898136902, 40.68405142420192], [-73.88418279161422, 40.68410689179648], [-73.88389791431963, 40.684147841984256], [-73.88388410430453, 40.68409237345516]]]]}",233441,3039100026,16 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,201.9488962,1653.82311611
41032,233616,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88387126932916, 40.68404082044539], [-73.8842286793184, 40.68398944332033], [-73.8842415145553, 40.684040998992124], [-73.88416898136902, 40.68405142420192], [-73.88388410430453, 40.68409237345516], [-73.88387126932916, 40.68404082044539]]]]}",233442,3039100027,18 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,239.991021,1928.48632986
41033,233617,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88385807021515, 40.683987802829385], [-73.88421547874425, 40.68393642754483], [-73.8842286793184, 40.68398944332033], [-73.88387126932916, 40.68404082044539], [-73.88385807021515, 40.683987802829385]]]]}",233443,3039100028,20 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,241.075354568,1983.20554435
41034,233619,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88383103299951, 40.68387920498242], [-73.88418844096873, 40.68382782888062], [-73.88420077923585, 40.68387738491517], [-73.88384337101033, 40.68392876105502], [-73.88383103299951, 40.68387920498242]]]]}",233445,3039100030,26 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,238.50850718,1853.74929693
41035,233623,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88376341450373, 40.68360760539465], [-73.88412081988672, 40.68355622949997], [-73.8841344526068, 40.68361098371747], [-73.883777045758, 40.68366235965299], [-73.88376341450373, 40.68360760539465]]]]}",233449,3039100035,40 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,242.363282411,2048.19347967
41036,233625,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88373622018364, 40.68349837700088], [-73.884093626185, 40.683447001191205], [-73.88410770642577, 40.683503555992395], [-73.88375030013215, 40.683554931845485], [-73.88373622018364, 40.68349837700088]]]]}",233451,3039100037,44 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,243.698955166,2115.55056143
41037,233626,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88372338308518, 40.683446815863846], [-73.8840807888203, 40.68339544009366], [-73.884093626185, 40.683447001191205], [-73.88373622018364, 40.68349837700088], [-73.88372338308518, 40.683446815863846]]]]}",233452,3039100038,46 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,239.995517801,1928.75269268
41038,233628,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88369621943863, 40.68333770995933], [-73.88380662911264, 40.683321838264995], [-73.88391291640134, 40.683306560247715], [-73.88398377456835, 40.68329637394787], [-73.88405362460969, 40.683286334272886], [-73.88406687073777, 40.6833395356234], [-73.88370946410897, 40.68339091134947], [-73.88369621943863, 40.68333770995933]]]]}",233454,3039100040,50 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,241.212281237,1990.13310889
41039,233638,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88313437266778, 40.683425531635805], [-73.88320523695997, 40.683415365632776], [-73.8832761012308, 40.68340519958599], [-73.88334696429676, 40.68339503349446], [-73.88349947067536, 40.68337315510532], [-73.88351167856473, 40.683422516573984], [-73.88314660987594, 40.68347488957087], [-73.88313437266778, 40.683425531635805]]]]}",233464,3039110001,47 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,242.675908373,1885.58669439
41040,233641,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88317317634582, 40.68358204898547], [-73.88353818525559, 40.683529684849006], [-73.88355194725223, 40.68358532357261], [-73.88318696999568, 40.68363768328211], [-73.88317317634582, 40.68358204898547]]]]}",233467,3039110004,41 ESSEX STREET,Potential Lead,OBSERVATION,No,247.278792985,2124.83984853
41041,233642,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88318696999568, 40.68363768328211], [-73.88355194725223, 40.68358532357261], [-73.88356424685229, 40.683635048935045], [-73.88319929654834, 40.68368740420832], [-73.88318696999568, 40.68363768328211]]]]}",233468,3039110005,39 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,242.877307984,1898.84360293
41042,233644,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88321326290827, 40.68374373747589], [-73.88357818038145, 40.68369138572718], [-73.8835916652279, 40.68374590482463], [-73.88322677823261, 40.68379825124378], [-73.88321326290827, 40.68374373747589]]]]}",233470,3039110007,35 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,246.396488654,2081.53757391
41043,233645,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88322677823261, 40.68379825124378], [-73.8835916652279, 40.68374590482463], [-73.88360467554465, 40.68379850354266], [-73.88323981785122, 40.68385084643074], [-73.88322677823261, 40.68379825124378]]]]}",233471,3039110008,33 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,244.95617923,2008.08311526
41044,233648,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8832663376362, 40.68395781576259], [-73.88363113554874, 40.68390548173522], [-73.88364515259445, 40.68396215359313], [-73.8832803875143, 40.684014482295055], [-73.8832663376362, 40.68395781576259]]]]}",233474,3039110011,25 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,247.923923622,2163.01206957
41045,233649,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8832803875143, 40.684014482295055], [-73.88364515259445, 40.68396215359313], [-73.88365836268152, 40.68401556206836], [-73.88329362808373, 40.6840678863405], [-73.8832803875143, 40.684014482295055]]]]}",233475,3039110012,21 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,245.486391002,2038.28920335
41046,233653,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88334603964715, 40.68427928938014], [-73.88333426848129, 40.68423181131813], [-73.88369891165271, 40.684179499432126], [-73.88371123730343, 40.6842293355647], [-73.88334662345038, 40.6842816430168], [-73.88334603964715, 40.68427928938014]]]]}",233479,3039110016,11 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,242.768435901,1901.30868989
41047,233654,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88335981478599, 40.68433485069061], [-73.88334662345038, 40.6842816430168], [-73.88371123730343, 40.6842293355647], [-73.88372539192306, 40.68428656136598], [-73.88336080971541, 40.68433886439239], [-73.88335981478599, 40.68433485069061]]]]}",233480,3039110017,9 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,248.230466441,2183.06194312
41048,233655,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88351212570238, 40.684363115444555], [-73.88344553047772, 40.684381624726385], [-73.88337619063897, 40.68440089842641], [-73.88337251983629, 40.68438609654871], [-73.88336080971541, 40.68433886439239], [-73.88372539192306, 40.68428656136598], [-73.88378363285958, 40.684522022835225], [-73.88364505127022, 40.68458698729627], [-73.88358455443509, 40.68434298299511], [-73.88351212570238, 40.684363115444555]]]]}",233481,3039110019,3 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,410.313970119,5113.53987586
41193,234146,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88344769059228, 40.682370816165076], [-73.88381054096443, 40.682317087398964], [-73.88381728460169, 40.68234362337648], [-73.88383122418654, 40.68239848871178], [-73.88346764571158, 40.682452325767926], [-73.88344769059228, 40.682370816165076]]]]}",234022,3039270040,84 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,265.668213219,3100.02168904
41194,234150,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88338724413543, 40.682123917486926], [-73.8837478900861, 40.68207051447139], [-73.88376251332157, 40.68212806674359], [-73.88340135355743, 40.68218154672858], [-73.88338724413543, 40.682123917486926]]]]}",234026,3039270045,98 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,246.662774576,2177.84062517
41195,234152,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88336126633449, 40.68201780689839], [-73.883720965169, 40.6819645443879], [-73.88373489402323, 40.68201936740253], [-73.88337470505694, 40.68207270240143], [-73.88336126633449, 40.68201780689839]]]]}",234028,3039270047,102 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,244.095045609,2069.03060801
41196,234154,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88333469430937, 40.681909273314865], [-73.88369342472288, 40.681856153090315], [-73.88370687302545, 40.68190908454208], [-73.88334767023979, 40.681962274569806], [-73.88333469430937, 40.681909273314865]]]]}",234030,3039270049,106 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,242.13935325,1992.22261225
41197,234157,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88329545188806, 40.68174897698122], [-73.88365274979842, 40.68169606975286], [-73.88366675607405, 40.68175120083206], [-73.88330896566691, 40.68180418144664], [-73.88329545188806, 40.68174897698122]]]]}",234033,3039270052,112 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,242.9685381,2066.79962988
41198,234158,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88328160455971, 40.681692418701495], [-73.88363841809782, 40.68163967041737], [-73.88365274979842, 40.68169606975286], [-73.88329545188806, 40.68174897698122], [-73.88328160455971, 40.681692418701495]]]]}",234034,3039270053,114 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,243.659217378,2112.97822956
41199,234159,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88326899753078, 40.681640920771024], [-73.88362533057877, 40.68158815583076], [-73.88363841809782, 40.68163967041737], [-73.88328160455971, 40.681692418701495], [-73.88326899753078, 40.681640920771024]]]]}",234035,3039270054,116 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,239.69853555,1924.33472605
41200,234160,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88325517021137, 40.68158444535495], [-73.88361100129177, 40.68153175559299], [-73.88362533057877, 40.68158815583076], [-73.88326899753078, 40.681640920771024], [-73.88325517021137, 40.68158444535495]]]]}",234036,3039270055,118 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,243.084892936,2105.74755692
41201,234162,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88322954869894, 40.68147978942246], [-73.88358444451893, 40.6814272374726], [-73.88359823687857, 40.681481519160094], [-73.88324285567013, 40.68153414270106], [-73.88322954869894, 40.68147978942246]]]]}",234038,3039270057,122 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,240.979411253,2021.27017013
41206,234177,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88266928872655, 40.681556351304316], [-73.88303116370224, 40.681505573186335], [-73.88304465865795, 40.68155989155884], [-73.88268295018784, 40.68161134077263], [-73.88266928872655, 40.681556351304316]]]]}",234053,3039280002,125 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,244.648152363,2068.21449456
41207,234179,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88269615710361, 40.68166450443176], [-73.88305803382873, 40.68161372623108], [-73.88307163100998, 40.68166846074146], [-73.88270975636262, 40.681719239887435], [-73.88269615710361, 40.68166450443176]]]]}",234055,3039280004,121 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,244.709185977,2071.28216087
41208,234180,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88270975636262, 40.681719239887435], [-73.88307163100998, 40.68166846074146], [-73.88308445650877, 40.68172008318666], [-73.88272257922497, 40.68177086237014], [-73.88270975636262, 40.681719239887435]]]]}",234056,3039280005,119 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,242.400997342,1953.49474142
41209,234181,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88273650035654, 40.68182689669257], [-73.88272257922497, 40.68177086237014], [-73.88308445650877, 40.68172008318666], [-73.88310087044609, 40.68178615173437], [-73.88273899399931, 40.681836930970334], [-73.88273650035654, 40.68182689669257]]]]}",234057,3039280006,115 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,253.114326161,2500.17705945
41210,234184,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88277642800526, 40.681987613554696], [-73.88277033542128, 40.68196309082875], [-73.88313221371023, 40.68191231239675], [-73.88314780902803, 40.68197509052363], [-73.88278593159176, 40.682025869906106], [-73.88277642800526, 40.681987613554696]]]]}",234060,3039280009,107 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,250.674370339,2375.66691126
41211,234188,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8828444016502, 40.6822612186902], [-73.88283029357419, 40.68220443406468], [-73.88319217194574, 40.68215365454384], [-73.88321874893036, 40.682260630271394], [-73.88285686999853, 40.68231140987518], [-73.8828444016502, 40.6822612186902]]]]}",234064,3039280013,93 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,283.449708269,4048.17417244
41212,234190,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8828834782312, 40.68241850818038], [-73.88324535772237, 40.68236772939421], [-73.88325943681407, 40.682424399572376], [-73.88289755702449, 40.68247517930312], [-73.8828834782312, 40.68241850818038]]]]}",234066,3039280017,87 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,246.144599393,2144.5302436
41213,234191,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88289755702449, 40.68247517930312], [-73.88325943681407, 40.682424399572376], [-73.88327558681223, 40.682489400711326], [-73.88291370668064, 40.68254018139289], [-73.88289755702449, 40.68247517930312]]]]}",234067,3039280018,85 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,252.322874899,2459.79801465
41214,234193,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88293798935354, 40.68263792636971], [-73.88292680824286, 40.68259292347088], [-73.88328865694554, 40.68254200944009], [-73.88330079209726, 40.68259085036509], [-73.88293891025307, 40.68264163022364], [-73.88293798935354, 40.68263792636971]]]]}",234069,3039280020,81 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,240.289282045,1845.71567072
41459,235320,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88259646874525, 40.67898235987258], [-73.88279075746738, 40.67895379549599], [-73.88280323101324, 40.679004692717], [-73.88260894214817, 40.67903325711459], [-73.88259646874525, 40.67898235987258]]]]}",235146,3039560019,222 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,147.49701154,1035.29615842
41465,235344,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88283423657843, 40.67984040871308], [-73.88306240823603, 40.67980718579122], [-73.88307503218344, 40.67985684131953], [-73.88284665685659, 40.67989009467659], [-73.88283423657843, 40.67984040871308]]]]}",235170,3039560057,184 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,165.778851956,1187.83781156
41466,235346,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88278746275506, 40.67965330876385], [-73.88302984353071, 40.67961801568761], [-73.88308421556833, 40.67961009868766], [-73.88313882895687, 40.67960214678706], [-73.88315252899034, 40.67965604212602], [-73.88280094363157, 40.679707235439444], [-73.88278746275506, 40.67965330876385]]]]}",235172,3039560061,192 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,238.508207348,1985.07262141
41467,235358,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88209565676588, 40.67924470997703], [-73.88245211026229, 40.679192707924464], [-73.88246920576135, 40.67926195880063], [-73.88211276373974, 40.67931395911681], [-73.88209565676588, 40.67924470997703]]]]}",235184,3039570003,209 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,252.675079206,2584.25371878
41468,235363,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8821797896712, 40.67958528996813], [-73.88253619049675, 40.67953329570613], [-73.88255258736511, 40.67959971103185], [-73.88219619566179, 40.67965170445344], [-73.8821797896712, 40.67958528996813]]]]}",235189,3039570008,ESSEX STREET,Potential Lead,HISTORICAL DATA,No,250.543044889,2478.08551187
41469,235366,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88224700758143, 40.679857398111956], [-73.882603368398, 40.679805409904915], [-73.88262009190478, 40.67987314930914], [-73.88226374138661, 40.67992513667798], [-73.88224700758143, 40.679857398111956]]]]}",235192,3039570012,185 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,251.501025928,2527.19269963
41470,235367,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88226374138661, 40.67992513667798], [-73.88262009190478, 40.67987314930914], [-73.88263564917791, 40.67993616431882], [-73.8822793078014, 40.67998814994407], [-73.88226374138661, 40.67992513667798]]]]}",235193,3039570013,181 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,247.992249435,2350.85295041
41471,235368,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8822793078014, 40.67998814994407], [-73.88263564917791, 40.67993616431882], [-73.88265266871906, 40.68000510440582], [-73.88229633763781, 40.68005708739278], [-73.8822793078014, 40.67998814994407]]]]}",235194,3039570014,179 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,252.379093853,2571.80614675
41518,235588,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88275401377318, 40.6778529960447], [-73.883133258134, 40.67779633332359], [-73.88315097972584, 40.6778655676361], [-73.88277132562155, 40.677922291233045], [-73.88275401377318, 40.6778529960447]]]]}",235439,3039710030,254 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,265.91044781,2756.32703272
41519,235589,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88272032981773, 40.67771817257166], [-73.88309877837584, 40.67766162892146], [-73.8831160182383, 40.67772898067379], [-73.883133258134, 40.67779633332359], [-73.88275401377318, 40.6778529960447], [-73.88272032981773, 40.67771817257166]]]]}",235440,3039710031,256 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,314.173243691,5354.30113019
41527,235671,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88260253337589, 40.67724666593415], [-73.88297819665192, 40.67719053857761], [-73.88299543745192, 40.67725789125365], [-73.88261937509833, 40.67731407769326], [-73.88260253337589, 40.67724666593415]]]]}",235522,3039710039,278 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,262.487910201,2656.09641891
41528,235672,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88258565409735, 40.67717910644909], [-73.88296091947872, 40.67712303817685], [-73.88297819665192, 40.67719053857761], [-73.88260253337589, 40.67724666593415], [-73.88258565409735, 40.67717910644909]]]]}",235523,3039710040,282 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,262.37248062,2659.09857398
41529,235674,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88255197200697, 40.67704428201642], [-73.88292644041842, 40.676988332811526], [-73.88294202588212, 40.677049219912895], [-73.88256719629312, 40.67710522102974], [-73.88255197200697, 40.67704428201642]]]]}",235525,3039710042,288 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,257.001851007,2393.3436135
41625,236309,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8816994431333, 40.67581226247117], [-73.88205175666613, 40.67576021147259], [-73.88206284930114, 40.67580543863331], [-73.88171053435671, 40.67585748876388], [-73.8816994431333, 40.67581226247117]]]]}",236008,3039880008,339 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,232.621056903,1668.60518049
41668,236623,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88193241134339, 40.674577460721956], [-73.88229300889375, 40.6745250032473], [-73.88230579401696, 40.6745755973958], [-73.88194498679928, 40.67462808531286], [-73.88193241134339, 40.674577460721956]]]]}",236372,3040030023,386 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,241.26989399,1912.08171928
41669,236626,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88187820015884, 40.67435922811803], [-73.88223789625805, 40.67430690226616], [-73.88225596680576, 40.67437841180762], [-73.88189597456632, 40.67443078153716], [-73.88187820015884, 40.67435922811803]]]]}",236375,3040030026,394 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,256.305754276,2696.12241213
41670,236635,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88142026772165, 40.67467040215164], [-73.88141827410676, 40.67466211985452], [-73.88176880589522, 40.67461171672919], [-73.88178047784602, 40.67466019988357], [-73.88142994581001, 40.67471060394473], [-73.88142026772165, 40.67467040215164]]]]}",236384,3040040004,383 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,233.819651905,1776.96997787
41671,236638,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88146624195925, 40.67486138227582], [-73.88145840833958, 40.674828843974744], [-73.88180894097538, 40.674778439827456], [-73.88182460737805, 40.674843511877896], [-73.8814740744121, 40.6748939160724], [-73.88146624195925, 40.67486138227582]]]]}",236387,3040040007,375 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,246.108456652,2384.95676773
41672,236640,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88149014674237, 40.67496068335646], [-73.88184068004573, 40.67491028001383], [-73.88185661067672, 40.67497645726291], [-73.88150607703598, 40.67502686155414], [-73.88149014674237, 40.67496068335646]]]]}",236389,3040040009,371 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,246.927258452,2425.46922083
41747,237287,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88157578385301, 40.67313780514089], [-73.88193165520319, 40.6730857698765], [-73.88193989321357, 40.67311838330995], [-73.88195044619336, 40.67316016186738], [-73.88159441356484, 40.67321222133777], [-73.88157578385301, 40.67313780514089]]]]}",236836,3040190028,438 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,256.285362491,2774.9717301
41748,237289,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88154285811258, 40.673006284213834], [-73.88180159608997, 40.672968452195356], [-73.881816203595, 40.673026800822186], [-73.88155746539975, 40.67306463287325], [-73.88154285811258, 40.673006284213834]]]]}",236838,3040190030,444 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,189.448912663,1581.58744545
41750,237310,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88113456896217, 40.67354479846539], [-73.88149607648162, 40.67349197161355], [-73.88151300013668, 40.67355937014398], [-73.88115149344796, 40.6736121970498], [-73.88113456896217, 40.67354479846539]]]]}",236859,3040200007,423 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,254.217937331,2552.72022425
41755,237384,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8810660690434, 40.6729683542685], [-73.88135402359028, 40.672926275104146], [-73.88136749769274, 40.672979934534006], [-73.88107954410702, 40.67302201283246], [-73.8810660690434, 40.6729683542685]]]]}",237057,3040200036,447 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,202.475978096,1618.84766786
41756,237385,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88107954410702, 40.67302201283246], [-73.88136749769274, 40.672979934534006], [-73.88138103640604, 40.67303385337701], [-73.88109308259624, 40.67307593170911], [-73.88107954410702, 40.67302201283246]]]]}",237058,3040200037,445 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,202.668244632,1626.67837667
41796,237797,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88074420729404, 40.67166639273264], [-73.8810303998311, 40.67162578669565], [-73.88104481804079, 40.671683626443595], [-73.8807584892169, 40.671724252186394], [-73.88074420729404, 40.67166639273264]]]]}",237520,3040360002,499 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,204.448368014,1732.53446663
41797,237801,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8808442118289, 40.67239590444053], [-73.88120945962632, 40.672344081934774], [-73.88122626439564, 40.67241149840478], [-73.8808608588992, 40.67246334331347], [-73.8808442118289, 40.67239590444053]]]]}",237524,3040360013,467 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,256.169342285,2577.11887465
41818,238194,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88048030339581, 40.67091196813451], [-73.88083561572667, 40.67086215004648], [-73.88085375425185, 40.67093529074537], [-73.88049844154627, 40.6709851079885], [-73.88048030339581, 40.67091196813451]]]]}",237943,3040520013,527 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,254.678909932,2717.77507532
41867,238682,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8807011172407, 40.66956051614467], [-73.88102492299666, 40.66951256938737], [-73.88103876773827, 40.66956676146705], [-73.88071463049117, 40.669614757447874], [-73.8807011172407, 40.66956051614467]]]]}",238531,3040670027,574 ESSEX STREET,Potential Lead,OBSERVATION,No,223.339298982,1841.53511101
43243,246786,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.87939062583955, 40.66647298514376], [-73.87970440148669, 40.666336757537664], [-73.87974291795405, 40.666388748614246], [-73.87977833881021, 40.666436561647195], [-73.87946470723827, 40.66657272656852], [-73.87939062583955, 40.66647298514376]]]]}",246561,3043150024,700 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,283.855125221,4182.24961311
43246,246842,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.87917039815481, 40.66707076552298], [-73.87913354982177, 40.667021070527845], [-73.87944645781042, 40.66688765233109], [-73.8794907659086, 40.666947405707205], [-73.87917785654575, 40.667080824022285], [-73.87917039815481, 40.66707076552298]]]]}",246642,3043160069,683 ESSEX STREET,Potential Lead,HISTORICAL DATA,No,248.979065576,2487.24148358
130418,745175,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.075156904963, 40.626784873183915], [-74.07524818025027, 40.62677578576577], [-74.07527879156744, 40.626946246795704], [-74.07529356858569, 40.62702852214564], [-74.07520230960543, 40.627037697839604], [-74.075156904963, 40.626784873183915]]]]}",749544,5004930039,55 CANAL STREET,Potential Lead,HISTORICAL DATA,No,237.009367497,2375.06663575
130422,745187,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.07481788259852, 40.626391027585], [-74.07485569248959, 40.62638727391944], [-74.074756456571, 40.62613489656424], [-74.07475487704357, 40.62611123642301], [-74.07486119313518, 40.626100684289376], [-74.07487992110039, 40.626138131932755], [-74.07490176721609, 40.62618528514917], [-74.07491990894654, 40.626227948980606], [-74.07493149619383, 40.62625725426192], [-74.07494552335388, 40.626295371342614], [-74.07495761542133, 40.62633109880206], [-74.07496527434844, 40.62635542766472], [-74.07497069492184, 40.62637360563256], [-74.0749788397508, 40.62637279705709], [-74.07499661608699, 40.62637103214983], [-74.07500886931888, 40.626435495097255], [-74.075021978603, 40.62650445108003], [-74.07504962755976, 40.626649887752826], [-74.07487055925607, 40.62666813107515], [-74.07481788259852, 40.626391027585]]]]}",749556,5004940015,CANAL STREET,Potential Lead,HISTORICAL DATA,No,511.11137362,8567.95808096
